player,Putting from 3'-ROUNDS,Putting from 3'-% MADE,Putting from 3'-ATTEMPTS,Putting from 3'-PUTTS MADE,Putting from 15-25'-ROUNDS,Putting from 15-25'-% MADE,Putting from 15-25'-ATTEMPTS,Putting from 15-25'-PUTTS MADE,Total 3 Putts - 10-15'-ROUNDS,Total 3 Putts - 10-15'-TOTAL 3 PUTTS 10'-15',Total 3 Putts - 10-15'-TOTAL 3 PUTTS,One-Putt Percentage - Round 2-%,One-Putt Percentage - Round 2-# OF 1 PUTTS,One-Putt Percentage - Round 2-# OF HOLES,Putting from 5-10'-ROUNDS,Putting from 5-10'-%,Putting from 5-10'-ATTEMPTS,Putting from 5-10'-PUTTS MADE,1-Putts per Round-ROUNDS,1-Putts per Round-AVG,1-Putts per Round-TOTAL 1 PUTTS,1-Putts per Round-TOTAL ROUNDS,Total Putting-EVENTS,Total Putting-TOTAL,Putting from 5'-ROUNDS,Putting from 5'-% MADE,Putting from 5'-ATTEMPTS,Putting from 5'-PUTTS MADE,Putting from - 20-25'-ROUNDS,Putting from - 20-25'-% MADE,Putting from - 20-25'-ATTEMPTS,Putting from - 20-25'-PUTTS MADE,3-Putt Avoidance > 25'-ROUNDS,3-Putt Avoidance > 25'-%,3-Putt Avoidance > 25'-TOTAL 3 PUTTS,3-Putt Avoidance > 25'-ATTEMPTS,3-Putt Avoidance > 25'-2 PUTT OR BETTER %,3-Putt Avoidance - Round 2-%,3-Putt Avoidance - Round 2-TOTAL 3 PUTTS,3-Putt Avoidance - Round 2-TOTAL HOLES,3-Putt Avoidance - Round 4-%,3-Putt Avoidance - Round 4-TOTAL 3 PUTTS,3-Putt Avoidance - Round 4-TOTAL HOLES,3-Putt Avoidance - 20-25'-ROUNDS,3-Putt Avoidance - 20-25'-%,3-Putt Avoidance - 20-25'-TOTAL 3 PUTTS,3-Putt Avoidance - 20-25'-ATTEMPTS,3-Putt Avoidance - 20-25'-2 PUTT OR BETTER %,Putts per Round - Round 1-AVG,Putts per Round - Round 1-TOTAL PUTTS,Putts per Round - Round 1-TOTAL ROUNDS,Average Distance of Eagle putts made-ROUNDS,Average Distance of Eagle putts made-AVG,Average Distance of Eagle putts made-TOT DIST (FT),Average Distance of Eagle putts made-TOT EAGLES PUTTS MADE,Average Distance of Eagle putts made-LONGEST MADE (FT),Average Distance of Eagle putts made-SHORTEST MADE (FT),Total 3 Putts - Inside 5'-ROUNDS,Total 3 Putts - Inside 5'-TOTAL 3 PUTTS INSIDE 5',Total 3 Putts - Inside 5'-TOTAL 3 PUTTS,Total 3 Putts - > 25'-ROUNDS,Total 3 Putts - > 25'-TOTAL 3 PUTTS > 25',Total 3 Putts - > 25'-TOTAL 3 PUTTS,GIR Putting - 10-15'-ROUNDS,GIR Putting - 10-15'-%,GIR Putting - 10-15'-ATTEMPTS,GIR Putting - 10-15'-PUTTS MADE,Putting Average-ROUNDS,Putting Average-AVG,Putting Average-GIR PUTTS,Putting Average-GREENS HIT,Putting Average-BIRDIE CONVERSION,Putting Average-GIR RANK,3-Putts per Round-ROUNDS,3-Putts per Round-AVG,3-Putts per Round-TOTAL 3 PUTTS,3-Putts per Round-TOTAL ROUNDS,Putting from - > 20'-ROUNDS,Putting from - > 20'-% MADE,Putting from - > 20'-ATTEMPTS,Putting from - > 20'-PUTTS MADE,3-Putt Avoidance - 10-15'-ROUNDS,3-Putt Avoidance - 10-15'-%,3-Putt Avoidance - 10-15'-TOTAL 3 PUTTS,3-Putt Avoidance - 10-15'-ATTEMPTS,3-Putt Avoidance - 10-15'-2 PUTT OR BETTER %,Total 1 Putts - 20-25'-ROUNDS,Total 1 Putts - 20-25'-TOTAL,Total 1 Putts - 20-25'-TOTAL (FOR ALL DISTANCES),Total 1 Putts - 20-25'-PCT OF ALL 1-PUTTS,Total 1 Putts - > 25'-ROUNDS,Total 1 Putts - > 25'-TOTAL,Total 1 Putts - > 25'-TOTAL (FOR ALL DISTANCES),Total 1 Putts - > 25'-PCT OF ALL 1-PUTTS,3+ Putts per Round-ROUNDS,3+ Putts per Round-AVG,3+ Putts per Round-TOTAL 3+ PUTTS,3+ Putts per Round-TOTAL ROUNDS,Putts per Round - Round 3-AVG,Putts per Round - Round 3-TOTAL PUTTS,Putts per Round - Round 3-TOTAL ROUNDS,Putting from Inside 5'-ROUNDS,Putting from Inside 5'-%,Putting from Inside 5'-ATTEMPTS,Putting from Inside 5'-PUTTS MADE,Putting from 8'-ROUNDS,Putting from 8'-% MADE,Putting from 8'-ATTEMPTS,Putting from 8'-PUTTS MADE,Bonus Putting-ROUNDS,Bonus Putting-VALUE,Bonus Putting-ATTEMPTS(<= 5'),Bonus Putting-TOT MADE (>=20'),Bonus Putting-TOT MADE (<= 5'),Average Putting Distance - GIR 3 Putts-ROUNDS,Average Putting Distance - GIR 3 Putts-AVG,Average Putting Distance - GIR 3 Putts-DISTANCE (FEET),Average Putting Distance - GIR 3 Putts-TOTAL PUTTS,SG: Putting-ROUNDS,SG: Putting-AVERAGE,SG: Putting-TOTAL SG:PUTTING,SG: Putting-MEASURED ROUNDS,Total 1 Putts - 5-10'-ROUNDS,Total 1 Putts - 5-10'-TOTAL,Total 1 Putts - 5-10'-TOTAL (FOR ALL DISTANCES),Total 1 Putts - 5-10'-PCT OF ALL 1-PUTTS,Average Putting Distance - GIR 1 Putts-ROUNDS,Average Putting Distance - GIR 1 Putts-AVG,Average Putting Distance - GIR 1 Putts-DISTANCE (FEET),Average Putting Distance - GIR 1 Putts-TOTAL PUTTS,Total 1 Putts - 15-20'-ROUNDS,Total 1 Putts - 15-20'-TOTAL,Total 1 Putts - 15-20'-TOTAL (FOR ALL DISTANCES),Total 1 Putts - 15-20'-PCT OF ALL 1-PUTTS,Putts Per Round-ROUNDS,Putts Per Round-AVG,Putts Per Round-TOTAL PUTTS,Putts Per Round-TOTAL ROUNDS,Putts Per Round-LOW TOTAL PUTTS,Total 3 Putts - 20-25'-ROUNDS,Total 3 Putts - 20-25'-TOTAL 3 PUTTS 20'-25',Total 3 Putts - 20-25'-TOTAL 3 PUTTS,3-Putt Avoidance - 5-10'-ROUNDS,3-Putt Avoidance - 5-10'-%,3-Putt Avoidance - 5-10'-TOTAL 3 PUTTS,3-Putt Avoidance - 5-10'-ATTEMPTS,3-Putt Avoidance - 5-10'-2 PUTT OR BETTER %,One-Putt Percentage - Round 3-%,One-Putt Percentage - Round 3-# OF 1 PUTTS,One-Putt Percentage - Round 3-# OF HOLES,Average Putting Distance - All 1 putts-ROUNDS,Average Putting Distance - All 1 putts-AVG,Average Putting Distance - All 1 putts-DISTANCE (FEET),Average Putting Distance - All 1 putts-TOTAL PUTTS,GIR Putting Avg - 30-35'-ROUNDS,GIR Putting Avg - 30-35'-% MADE,GIR Putting Avg - 30-35'-ATTEMPTS,GIR Putting Avg - 30-35'-PUTTS MADE,3-Putt Avoidance - Round 3-%,3-Putt Avoidance - Round 3-TOTAL 3 PUTTS,3-Putt Avoidance - Round 3-TOTAL HOLES,Longest Putts-ROUNDS,Longest Putts-DISTANCE,Longest Putts-YEAR/TOURN#,Longest Putts-ROUND,Longest Putts-HOLE,Putting from 10'-ROUNDS,Putting from 10'-% MADE,Putting from 10'-ATTEMPTS,Putting from 10'-PUTTS MADE,Total 1 Putts - Inside 5'-ROUNDS,Total 1 Putts - Inside 5'-TOTAL,Total 1 Putts - Inside 5'-TOTAL (FOR ALL DISTANCES),Total 1 Putts - Inside 5'-PCT OF ALL 1-PUTTS,Putts per Round - Round 4-AVG,Putts per Round - Round 4-TOTAL PUTTS,Putts per Round - Round 4-TOTAL ROUNDS,One-Putt Percentage - Round 1-ROUNDS,One-Putt Percentage - Round 1-%,One-Putt Percentage - Round 1-# OF 1 PUTTS,One-Putt Percentage - Round 1-# OF HOLES,3-Putt Avoidance - Inside 5'-ROUNDS,3-Putt Avoidance - Inside 5'-%,3-Putt Avoidance - Inside 5'-TOTAL 3 PUTTS,3-Putt Avoidance - Inside 5'-ATTEMPTS,3-Putt Avoidance - Inside 5'-2 PUTT OR BETTER %,GIR Putting - 5-10'-ROUNDS,GIR Putting - 5-10'-%,GIR Putting - 5-10'-ATTEMPTS,GIR Putting - 5-10'-PUTTS MADE,3-Putt Avoidance - Round 1-%,3-Putt Avoidance - Round 1-TOTAL 3 PUTTS,3-Putt Avoidance - Round 1-TOTAL HOLES,Putting from - > 25'-ROUNDS,Putting from - > 25'-% MADE,Putting from - > 25'-ATTEMPTS,Putting from - > 25'-PUTTS MADE,Putting from 7'-ROUNDS,Putting from 7'-% MADE,Putting from 7'-ATTEMPTS,Putting from 7'-PUTTS MADE,Putting from - 15-20'-ROUNDS,Putting from - 15-20'-% MADE,Putting from - 15-20'-ATTEMPTS,Putting from - 15-20'-PUTTS MADE,Average Putting Distance - All 2 putts-ROUNDS,Average Putting Distance - All 2 putts-AVG,Average Putting Distance - All 2 putts-DISTANCE (FEET),Average Putting Distance - All 2 putts-TOTAL PUTTS,Total 3 Putts - 15-20'-ROUNDS,Total 3 Putts - 15-20'-TOTAL 3 PUTTS 15'-20',Total 3 Putts - 15-20'-TOTAL 3 PUTTS,Total 1 Putts - 10-15'-ROUNDS,Total 1 Putts - 10-15'-TOTAL,Total 1 Putts - 10-15'-TOTAL (FOR ALL DISTANCES),Total 1 Putts - 10-15'-PCT OF ALL 1-PUTTS,GIR Putting Avg - > 35'-ROUNDS,GIR Putting Avg - > 35'-% MADE,GIR Putting Avg - > 35'-ATTEMPTS,GIR Putting Avg - > 35'-PUTTS MADE,Overall Putting Average-ROUNDS,Overall Putting Average-AVG,Overall Putting Average-# OF PUTTS,Overall Putting Average-# OF HOLES,Putting from 5-15'-ROUNDS,Putting from 5-15'-% MADE,Putting from 5-15'-ATTEMPTS,Putting from 5-15'-PUTTS MADE,Putting from 4-8'-ROUNDS,Putting from 4-8'-% MADE,Putting from 4-8'-ATTEMPTS,Putting from 4-8'-PUTTS MADE,Birdie or Better Conversion Percentage-ROUNDS,Birdie or Better Conversion Percentage-%,Birdie or Better Conversion Percentage-# BIRDIES,Birdie or Better Conversion Percentage-GREENS HIT,Putting from 9'-ROUNDS,Putting from 9'-% MADE,Putting from 9'-ATTEMPTS,Putting from 9'-PUTTS MADE,Putting from 6'-ROUNDS,Putting from 6'-% MADE,Putting from 6'-ATTEMPTS,Putting from 6'-PUTTS MADE,Total 3 Putts - 5-10'-ROUNDS,Total 3 Putts - 5-10'-TOTAL 3 PUTTS 5'-10',Total 3 Putts - 5-10'-TOTAL 3 PUTTS,Approach Putt Performance-ROUNDS,Approach Putt Performance-VALUE,Approach Putt Performance-ATTEMPTS,Approach Putt Performance-TOTAL DISTANCE (FEET),GIR Putting - Inside 5'-ROUNDS,GIR Putting - Inside 5'-%,GIR Putting - Inside 5'-ATTEMPTS,GIR Putting - Inside 5'-PUTTS MADE,Average Distance of Birdie putts made-ROUNDS,Average Distance of Birdie putts made-AVG,Average Distance of Birdie putts made-TOT DIST (FT),Average Distance of Birdie putts made-TOT BIRDIE PUTTS MADE,Average Distance of Birdie putts made-LONGEST MADE (FT),Average Distance of Birdie putts made-SHORTEST MADE (FT),GIR Putting - > 25'-ROUNDS,GIR Putting - > 25'-%,GIR Putting - > 25'-ATTEMPTS,GIR Putting - > 25'-PUTTS MADE,GIR Putting Avg - 25-30'-ROUNDS,GIR Putting Avg - 25-30'-% MADE,GIR Putting Avg - 25-30'-ATTEMPTS,GIR Putting Avg - 25-30'-PUTTS MADE,Putts Made Per Event Over 20'-ROUNDS,Putts Made Per Event Over 20'-PUTTS MADE,3-Putt Avoidance-ROUNDS,3-Putt Avoidance-%,3-Putt Avoidance-TOTAL 3 PUTTS,3-Putt Avoidance-TOTAL HOLES (OVERALL),3-Putt Avoidance - 15-20'-ROUNDS,3-Putt Avoidance - 15-20'-%,3-Putt Avoidance - 15-20'-TOTAL 3 PUTTS,3-Putt Avoidance - 15-20'-ATTEMPTS,3-Putt Avoidance - 15-20'-2 PUTT OR BETTER %,Putting from 3-5'-ROUNDS,Putting from 3-5'-% MADE,Putting from 3-5'-ATTEMPTS,Putting from 3-5'-PUTTS MADE,Putts made Distance-EVENTS,Putts made Distance-DISTANCE IN INCHES,Putting - Inside 10'-ROUNDS,Putting - Inside 10'-% MADE,Putting - Inside 10'-ATTEMPTS,Putting - Inside 10'-PUTTS MADE,2-Putts per Round-ROUNDS,2-Putts per Round-AVG,2-Putts per Round-TOTAL 2 PUTTS,2-Putts per Round-TOTAL ROUNDS,GIR Putting - 20-25'-ROUNDS,GIR Putting - 20-25'-%,GIR Putting - 20-25'-ATTEMPTS,GIR Putting - 20-25'-PUTTS MADE,GIR Putting - 15-20'-ROUNDS,GIR Putting - 15-20'-%,GIR Putting - 15-20'-ATTEMPTS,GIR Putting - 15-20'-PUTTS MADE,Putts Made Per Event Over 10'-ROUNDS,Putts Made Per Event Over 10'-PUTTS MADE,One-Putt Percentage - Round 4-%,One-Putt Percentage - Round 4-# OF 1 PUTTS,One-Putt Percentage - Round 4-# OF HOLES,Average Putting Distance - All 3 putts-ROUNDS,Average Putting Distance - All 3 putts-AVG,Average Putting Distance - All 3 putts-DISTANCE (FEET),Average Putting Distance - All 3 putts-TOTAL PUTTS,Putting from - > 10'-ROUNDS,Putting from - > 10'-% MADE,Putting from - > 10'-ATTEMPTS,Putting from - > 10'-PUTTS MADE,Putting from - 10-15'-ROUNDS,Putting from - 10-15'-% MADE,Putting from - 10-15'-ATTEMPTS,Putting from - 10-15'-PUTTS MADE,PUTTING-table_name,One-Putt Percentage-ROUNDS,One-Putt Percentage-%,One-Putt Percentage-# OF 1 PUTTS,One-Putt Percentage-# OF HOLES
Sebastián Muñoz,52,98.92,462,457,52,17.91,134,24,52,1,28,42.36,122,288,52,61.72,209,129,52,7.65,398,52,16,164.8,52,81.36,59,48,52,15.52,58,9,52,9.36,19,203,90.64,5.21,15,288,3.33,6,180,52,5.17,3,58,94.83,27.88,446,16,52,"16' 8""",83.250,5,27,2,52,1,28,52,19,28,52,29.13,103,30,52,1.740,"1,089",626,34.40,,52,.56,29,52,52,7.66,261,20,52,.76,1,131,99.24,52,9,344,2.6,52,11,344,3.2,52,.04,2,52,28.00,280,10,52,96.52,632,610,52,48.65,37,18,52,99.84,632,21,610,52,"42' 3""",971.333,23,52,.333,15.305,46,52,109,344,31.7,52,"10' 2""","1,726.417",170,52,15,344,4.4,52,28.37,"1,475",52,22,52,3,28,52,1.16,2,172,98.84,44.44,80,180,52,"7' 4""","2,531.667",344,52,.50,40,2,1.11,2,180,52,"50' 8""",Farmers,2,10 - Par 4,52,54.84,31,17,52,164,344,47.7,28.60,286,10,52,43.06,124,288,52,.57,1,174,99.43,52,59.60,99,59,2.78,8,288,52,5.42,203,11,52,63.27,49,31,52,19.74,76,15,52,"23' 8""","10,454.083",442,52,2,28,52,36,344,10.5,52,.38,105,4,52,1.576,"1,475",936,52,48.99,345,169,52,69.00,200,138,52,34.40,215,625,52,59.46,37,22,52,74.55,55,41,52,2,28,52,"2' 6""",470,"1,169.917",52,87.88,33,29,52,"9' 2""","1,706.583",187,51,"5""",52,5.73,192,11,52,1.06,47,5,52,1.3,52,3.31,31,936,52,2.63,2,76,97.37,52,90.00,170,153,16,53,52,87.87,841,739,52,9.44,491,52,52,17.65,51,9,52,18.03,61,11,52,5.0,40.00,72,180,52,"40' 0""","1,039.250",26,52,15.86,473,75,52,29.41,136,40,One-Putt Percentage,52,42.52,398,936
Martin Laird,39,98.77,324,320,39,15.38,104,16,39,1,23,33.33,72,216,39,47.24,127,60,39,6.36,248,39,12,337.7,39,80.00,45,36,39,10.42,48,5,39,11.11,15,135,88.89,3.70,8,216,4.76,6,126,39,8.33,4,48,91.67,29.92,359,12,39,"9' 10""",19.667,2,15,4,39,1,23,39,15,23,39,23.53,51,12,39,1.806,894,495,27.90,,39,.77,30,39,39,7.10,183,13,39,1.56,1,64,98.44,39,5,189,2.6,39,8,189,4.2,39,.03,1,39,30.00,240,8,39,95.37,432,412,39,50.00,18,9,39,98.38,432,13,412,39,"39' 10""",836.250,21,39,-.497,-14.427,29,39,50,189,26.5,39,"10' 8""",962.417,90,39,9,189,4.8,39,29.85,"1,164",39,25,39,4,23,39,.93,1,107,99.07,33.33,48,144,39,"7' 6""","1,414.333",189,39,.50,20,1,4.86,7,144,39,"53' 11""",Farmers,3,2 - Par 4 -,39,33.33,21,7,39,100,189,52.9,29.29,205,7,39,36.57,79,216,39,.93,1,107,99.07,39,43.75,64,28,4.63,10,216,39,5.93,135,8,39,59.26,27,16,39,19.64,56,11,39,"23' 7""","7,128.083",302,39,1,23,39,17,189,9.0,39,.53,75,4,39,1.658,"1,164",702,39,40.63,192,78,39,61.79,123,76,39,27.90,137,491,39,46.43,28,13,39,45.45,33,15,39,1,23,39,"2' 4""",325,759.833,39,83.33,18,15,39,"9' 8""",973.333,101,54,"6""",39,5.65,124,7,39,.69,29,2,39,1.3,39,4.42,31,702,39,1.89,1,53,98.11,39,85.19,108,92,12,49,39,84.44,559,472,39,10.54,411,39,39,11.90,42,5,39,17.78,45,8,39,4.2,38.89,49,126,39,"38' 2""",840.417,22,39,13.82,304,42,39,27.69,65,18,One-Putt Percentage,39,35.33,248,702
