Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
G,Rory McIlroy (14662969),Rory McIlroy,14662969,G,11200,Travelers Championship,Golf,0.6836
G,Bryson DeChambeau (14662970),Bryson DeChambeau,14662970,G,11000,Travelers Championship,Golf,0.6641
G,Justin Thomas (14662971),Justin Thomas,14662971,G,10800,Travelers Championship,Golf,0.6788
G,Jon Rahm (14662973),Jon Rahm,14662973,G,10200,Travelers Championship,Golf,0.5949
G,Patrick Cantlay (14662975),Patrick Cantlay,14662975,G,9800,Travelers Championship,Golf,0.598
G,Xander Schauffele (14662976),Xander Schauffele,14662976,G,9600,Travelers Championship,Golf,0.5267
G,Dustin Johnson (14662977),Dustin Johnson,14662977,G,9400,Travelers Championship,Golf,0.1547
G,Justin Rose (14662978),Justin Rose,14662978,G,9200,Travelers Championship,Golf,0.1347
G,Collin Morikawa (14662979),Collin Morikawa,14662979,G,9100,Travelers Championship,Golf,0.46245
G,Abraham Ancer (14662980),Abraham Ancer,14662980,G,9000,Travelers Championship,Golf,0.41215
G,Paul Casey (14662981),Paul Casey,14662981,G,8900,Travelers Championship,Golf,0.11175
G,Bubba Watson (14662982),Bubba Watson,14662982,G,8800,Travelers Championship,Golf,0.37385
G,Patrick Reed (14662983),Patrick Reed,14662983,G,8700,Travelers Championship,Golf,0.5656
G,Sungjae Im (14662984),Sungjae Im,14662984,G,8600,Travelers Championship,Golf,0.44325
G,Sergio Garcia (14662985),Sergio Garcia,14662985,G,8500,Travelers Championship,Golf,0.18505
G,Jordan Spieth (14662986),Jordan Spieth,14662986,G,8400,Travelers Championship,Golf,0.0682
G,Gary Woodland (14662989),Gary Woodland,14662989,G,8300,Travelers Championship,Golf,0.4238
G,Tony Finau (14662991),Tony Finau,14662991,G,8200,Travelers Championship,Golf,0.47845
G,Matthew Fitzpatrick (14662987),Matthew Fitzpatrick,14662987,G,8100,Travelers Championship,Golf,0.30045
G,Marc Leishman (14662988),Marc Leishman,14662988,G,8000,Travelers Championship,Golf,0.4057
G,Joaquin Niemann (14662990),Joaquin Niemann,14662990,G,7900,Travelers Championship,Golf,0.2914
G,J.T. Poston (14662994),J.T. Poston,14662994,G,7900,Travelers Championship,Golf,0.26045
G,Viktor Hovland (14662992),Viktor Hovland,14662992,G,7800,Travelers Championship,Golf,0.13745
G,Ian Poulter (14662993),Ian Poulter,14662993,G,7800,Travelers Championship,Golf,0.3956
G,Joel Dahmen (14662995),Joel Dahmen,14662995,G,7700,Travelers Championship,Golf,0.3807
G,Kevin Kisner (14662996),Kevin Kisner,14662996,G,7700,Travelers Championship,Golf,0.1112
G,Scottie Scheffler (14662997),Scottie Scheffler,14662997,G,7600,Travelers Championship,Golf,0.2779
G,Brian Harman (14662998),Brian Harman,14662998,G,7600,Travelers Championship,Golf,0.2718
G,Corey Conners (14662999),Corey Conners,14662999,G,7500,Travelers Championship,Golf,0.1215
G,Jason Day (14663000),Jason Day,14663000,G,7500,Travelers Championship,Golf,0.1556
G,Keegan Bradley (14663001),Keegan Bradley,14663001,G,7400,Travelers Championship,Golf,0.0454
G,Jason Kokrak (14663002),Jason Kokrak,14663002,G,7400,Travelers Championship,Golf,0.0931
G,Billy Horschel (14663003),Billy Horschel,14663003,G,7300,Travelers Championship,Golf,0.24215
G,Ryan Palmer (14663004),Ryan Palmer,14663004,G,7300,Travelers Championship,Golf,0.0678
G,Chez Reavie (14663005),Chez Reavie,14663005,G,7300,Travelers Championship,Golf,0.0291
G,Byeong Hun An (14663006),Byeong Hun An,14663006,G,7200,Travelers Championship,Golf,0.0689
G,Brandt Snedeker (14663007),Brandt Snedeker,14663007,G,7200,Travelers Championship,Golf,0.2548
G,Branden Grace (14663008),Branden Grace,14663008,G,7200,Travelers Championship,Golf,0.1399
G,Louis Oosthuizen (14663009),Louis Oosthuizen,14663009,G,7200,Travelers Championship,Golf,-0.49925
G,Shane Lowry (14663010),Shane Lowry,14663010,G,7100,Travelers Championship,Golf,0.08615
G,Kevin Na (14663011),Kevin Na,14663011,G,7100,Travelers Championship,Golf,0.30575
G,Kevin Streelman (14663012),Kevin Streelman,14663012,G,7100,Travelers Championship,Golf,0.07755
G,Harold Varner III (14663013),Harold Varner III,14663013,G,7100,Travelers Championship,Golf,0.35045
G,Dylan Frittelli (14663014),Dylan Frittelli,14663014,G,7100,Travelers Championship,Golf,0.00395
G,Rafa Cabrera Bello (14663015),Rafa Cabrera Bello,14663015,G,7000,Travelers Championship,Golf,0.0407
G,Jim Furyk (14663016),Jim Furyk,14663016,G,7000,Travelers Championship,Golf,0.1694
G,Charley Hoffman (14663017),Charley Hoffman,14663017,G,7000,Travelers Championship,Golf,0.05195
G,Max Homa (14663018),Max Homa,14663018,G,7000,Travelers Championship,Golf,0.1297
G,Lucas Glover (14663019),Lucas Glover,14663019,G,7000,Travelers Championship,Golf,-0.005
G,Danny Lee (14663020),Danny Lee,14663020,G,6900,Travelers Championship,Golf,-0.01005
G,Luke List (14663021),Luke List,14663021,G,6900,Travelers Championship,Golf,0.106
G,Phil Mickelson (14663022),Phil Mickelson,14663022,G,6900,Travelers Championship,Golf,-0.0273
G,Ryan Moore (14663023),Ryan Moore,14663023,G,6900,Travelers Championship,Golf,0.13665
G,Patrick Rodgers (14663024),Patrick Rodgers,14663024,G,6900,Travelers Championship,Golf,0.1847
G,Bud Cauley (14663025),Bud Cauley,14663025,G,6900,Travelers Championship,Golf,0.27755
G,Russell Henley (14663026),Russell Henley,14663026,G,6800,Travelers Championship,Golf,0.1777
G,Carlos Ortiz (14663028),Carlos Ortiz,14663028,G,6800,Travelers Championship,Golf,0.2924
G,Matthew Wolff (14663030),Matthew Wolff,14663030,G,6800,Travelers Championship,Golf,-0.08525
G,Zach Johnson (14663033),Zach Johnson,14663033,G,6700,Travelers Championship,Golf,0.0299
G,Russell Knox (14663034),Russell Knox,14663034,G,6700,Travelers Championship,Golf,0.14455
G,Cameron Smith (14663035),Cameron Smith,14663035,G,6700,Travelers Championship,Golf,0.09055
G,Brendon Todd (14663036),Brendon Todd,14663036,G,6700,Travelers Championship,Golf,0.0098
G,Matt Wallace (14663037),Matt Wallace,14663037,G,6700,Travelers Championship,Golf,-0.11435
G,Doc Redman (14663038),Doc Redman,14663038,G,6700,Travelers Championship,Golf,0.16825
G,Jhonattan Vegas (14663039),Jhonattan Vegas,14663039,G,6700,Travelers Championship,Golf,-0.0395
G,Stewart Cink (14663040),Stewart Cink,14663040,G,6600,Travelers Championship,Golf,0.1038
G,Beau Hossler (14663041),Beau Hossler,14663041,G,6600,Travelers Championship,Golf,-0.11275
G,Joseph Bramlett (14663042),Joseph Bramlett,14663042,G,6600,Travelers Championship,Golf,-0.0772
G,Brice Garnett (14663043),Brice Garnett,14663043,G,6600,Travelers Championship,Golf,0.10965
G,Brendan Steele (14663044),Brendan Steele,14663044,G,6600,Travelers Championship,Golf,0.1462
G,Danny Willett (14663045),Danny Willett,14663045,G,6600,Travelers Championship,Golf,-0.05805
G,Cameron Davis (14663046),Cameron Davis,14663046,G,6600,Travelers Championship,Golf,0.06725
G,Matthew NeSmith (14663047),Matthew NeSmith,14663047,G,6600,Travelers Championship,Golf,0.23105
G,Kevin Tway (14663048),Kevin Tway,14663048,G,6500,Travelers Championship,Golf,-0.1149
G,Mackenzie Hughes (14663049),Mackenzie Hughes,14663049,G,6500,Travelers Championship,Golf,-0.11005
G,Tyler Duncan (14663050),Tyler Duncan,14663050,G,6500,Travelers Championship,Golf,-0.064
G,Wyndham Clark (14663051),Wyndham Clark,14663051,G,6500,Travelers Championship,Golf,-0.056
G,Talor Gooch (14663052),Talor Gooch,14663052,G,6500,Travelers Championship,Golf,0.16545
G,Mark Hubbard (14663053),Mark Hubbard,14663053,G,6500,Travelers Championship,Golf,0.18565
G,Matt Jones (14663054),Matt Jones,14663054,G,6500,Travelers Championship,Golf,0.03135
G,Vaughn Taylor (14663055),Vaughn Taylor,14663055,G,6500,Travelers Championship,Golf,0.03845
G,Michael Thompson (14663056),Michael Thompson,14663056,G,6500,Travelers Championship,Golf,-0.09435
G,Si Woo Kim (14663057),Si Woo Kim,14663057,G,6400,Travelers Championship,Golf,-0.2568
