Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
G,Rory McIlroy (14662969),Rory McIlroy,14662969,G,11200,Travelers Championship,Golf,28.8575
G,Bryson DeChambeau (14662970),Bryson DeChambeau,14662970,G,11000,Travelers Championship,Golf,31.1808
G,Justin Thomas (14662971),Justin Thomas,14662971,G,10800,Travelers Championship,Golf,29.7961
G,Jon Rahm (14662973),Jon Rahm,14662973,G,10200,Travelers Championship,Golf,31.4506
G,Patrick Cantlay (14662975),Patrick Cantlay,14662975,G,9800,Travelers Championship,Golf,29.0087
G,Xander Schauffele (14662976),Xander Schauffele,14662976,G,9600,Travelers Championship,Golf,30.3876
G,Dustin Johnson (14662977),Dustin Johnson,14662977,G,9400,Travelers Championship,Golf,28.5937
G,Justin Rose (14662978),Justin Rose,14662978,G,9200,Travelers Championship,Golf,26.7329
G,Collin Morikawa (14662979),Collin Morikawa,14662979,G,9100,Travelers Championship,Golf,29.97115
G,Abraham Ancer (14662980),Abraham Ancer,14662980,G,9000,Travelers Championship,Golf,30.76795
G,Paul Casey (14662981),Paul Casey,14662981,G,8900,Travelers Championship,Golf,26.66825
G,Bubba Watson (14662982),Bubba Watson,14662982,G,8800,Travelers Championship,Golf,28.06195
G,Patrick Reed (14662983),Patrick Reed,14662983,G,8700,Travelers Championship,Golf,29.7376
G,Sungjae Im (14662984),Sungjae Im,14662984,G,8600,Travelers Championship,Golf,31.42575
G,Sergio Garcia (14662985),Sergio Garcia,14662985,G,8500,Travelers Championship,Golf,27.30935
G,Jordan Spieth (14662986),Jordan Spieth,14662986,G,8400,Travelers Championship,Golf,23.902
G,Gary Woodland (14662989),Gary Woodland,14662989,G,8300,Travelers Championship,Golf,31.6034
G,Tony Finau (14662991),Tony Finau,14662991,G,8200,Travelers Championship,Golf,27.65435
G,Matthew Fitzpatrick (14662987),Matthew Fitzpatrick,14662987,G,8100,Travelers Championship,Golf,27.92595
G,Marc Leishman (14662988),Marc Leishman,14662988,G,8000,Travelers Championship,Golf,26.305
G,Joaquin Niemann (14662990),Joaquin Niemann,14662990,G,7900,Travelers Championship,Golf,27.0481
G,J.T. Poston (14662994),J.T. Poston,14662994,G,7900,Travelers Championship,Golf,30.26235
G,Viktor Hovland (14662992),Viktor Hovland,14662992,G,7800,Travelers Championship,Golf,27.32805
G,Ian Poulter (14662993),Ian Poulter,14662993,G,7800,Travelers Championship,Golf,29.3029
G,Joel Dahmen (14662995),Joel Dahmen,14662995,G,7700,Travelers Championship,Golf,30.8395
G,Kevin Kisner (14662996),Kevin Kisner,14662996,G,7700,Travelers Championship,Golf,30.9107
