Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
G,Zach Johnson (14663033),Zach Johnson,14663033,G,6700,Travelers Championship,Golf,0.0965
G,Russell Knox (14663034),Russell Knox,14663034,G,6700,Travelers Championship,Golf,0.13945
G,Cameron Smith (14663035),Cameron Smith,14663035,G,6700,Travelers Championship,Golf,0.21035
G,Brendon Todd (14663036),Brendon Todd,14663036,G,6700,Travelers Championship,Golf,0.0738
G,Matt Wallace (14663037),Matt Wallace,14663037,G,6700,Travelers Championship,Golf,-0.10765
G,Doc Redman (14663038),Doc Redman,14663038,G,6700,Travelers Championship,Golf,0.13305
G,Jhonattan Vegas (14663039),Jhonattan Vegas,14663039,G,6700,Travelers Championship,Golf,-0.106
G,Stewart Cink (14663040),Stewart Cink,14663040,G,6600,Travelers Championship,Golf,0.136
G,Beau Hossler (14663041),Beau Hossler,14663041,G,6600,Travelers Championship,Golf,0.01645
G,Joseph Bramlett (14663042),Joseph Bramlett,14663042,G,6600,Travelers Championship,Golf,-0.115
G,Brice Garnett (14663043),Brice Garnett,14663043,G,6600,Travelers Championship,Golf,0.15285
G,Brendan Steele (14663044),Brendan Steele,14663044,G,6600,Travelers Championship,Golf,0.1418
G,Danny Willett (14663045),Danny Willett,14663045,G,6600,Travelers Championship,Golf,-0.03595
G,Cameron Davis (14663046),Cameron Davis,14663046,G,6600,Travelers Championship,Golf,-0.01515
G,Matthew NeSmith (14663047),Matthew NeSmith,14663047,G,6600,Travelers Championship,Golf,0.28595
G,Kevin Tway (14663048),Kevin Tway,14663048,G,6500,Travelers Championship,Golf,-0.1839
G,Mackenzie Hughes (14663049),Mackenzie Hughes,14663049,G,6500,Travelers Championship,Golf,-0.09385
G,Tyler Duncan (14663050),Tyler Duncan,14663050,G,6500,Travelers Championship,Golf,-0.0795
G,Wyndham Clark (14663051),Wyndham Clark,14663051,G,6500,Travelers Championship,Golf,0.0521
G,Talor Gooch (14663052),Talor Gooch,14663052,G,6500,Travelers Championship,Golf,0.23245
G,Mark Hubbard (14663053),Mark Hubbard,14663053,G,6500,Travelers Championship,Golf,0.28135
G,Matt Jones (14663054),Matt Jones,14663054,G,6500,Travelers Championship,Golf,0.00145
G,Vaughn Taylor (14663055),Vaughn Taylor,14663055,G,6500,Travelers Championship,Golf,0.12115
G,Michael Thompson (14663056),Michael Thompson,14663056,G,6500,Travelers Championship,Golf,-0.06675
G,Si Woo Kim (14663057),Si Woo Kim,14663057,G,6400,Travelers Championship,Golf,-0.3083
G,C.T. Pan (14663058),C.T. Pan,14663058,G,6400,Travelers Championship,Golf,-0.59005
G,Jamie Lovemark (14663059),Jamie Lovemark,14663059,G,6400,Travelers Championship,Golf,0.0737
G,Keith Mitchell (14663060),Keith Mitchell,14663060,G,6400,Travelers Championship,Golf,-0.02575
G,Sam Ryder (14663061),Sam Ryder,14663061,G,6400,Travelers Championship,Golf,-0.0144
G,Sepp Straka (14663062),Sepp Straka,14663062,G,6400,Travelers Championship,Golf,0.09245
G,Chris Stroud (14663063),Chris Stroud,14663063,G,6400,Travelers Championship,Golf,-0.3697
G,Harry Higgs (14663064),Harry Higgs,14663064,G,6400,Travelers Championship,Golf,0.236
G,Tom Hoge (14663065),Tom Hoge,14663065,G,6400,Travelers Championship,Golf,0.38085
G,Emiliano Grillo (14663066),Emiliano Grillo,14663066,G,6300,Travelers Championship,Golf,-0.3213
G,Adam Long (14663067),Adam Long,14663067,G,6300,Travelers Championship,Golf,0.24115
G,Lucas Bjerregaard (14663069),Lucas Bjerregaard,14663069,G,6300,Travelers Championship,Golf,-0.36595
G,Luke Donald (14663070),Luke Donald,14663070,G,6300,Travelers Championship,Golf,0.2847
G,Lanto Griffin (14663071),Lanto Griffin,14663071,G,6300,Travelers Championship,Golf,0.26375
G,Troy Merritt (14663072),Troy Merritt,14663072,G,6300,Travelers Championship,Golf,-0.09045
G,Sung Kang (14663073),Sung Kang,14663073,G,6300,Travelers Championship,Golf,-0.06585
G,Scott Stallings (14663074),Scott Stallings,14663074,G,6300,Travelers Championship,Golf,0.03575
G,Cameron Tringale (14663075),Cameron Tringale,14663075,G,6300,Travelers Championship,Golf,0.31515
G,Grayson Murray (14663076),Grayson Murray,14663076,G,6300,Travelers Championship,Golf,-0.30895
G,Cameron Percy (14663077),Cameron Percy,14663077,G,6200,Travelers Championship,Golf,0.22115
G,James Hahn (14663078),James Hahn,14663078,G,6200,Travelers Championship,Golf,0.2598
G,Kyoung-Hoon Lee (14663079),Kyoung-Hoon Lee,14663079,G,6200,Travelers Championship,Golf,-0.0569
G,Richy Werenski (14663081),Richy Werenski,14663081,G,6200,Travelers Championship,Golf,0.2605
G,Austin Cook (14663082),Austin Cook,14663082,G,6200,Travelers Championship,Golf,-0.0439
G,Denny McCarthy (14663083),Denny McCarthy,14663083,G,6200,Travelers Championship,Golf,0.36645
G,Adam Schenk (14663084),Adam Schenk,14663084,G,6200,Travelers Championship,Golf,0.13265
G,Aaron Wise (14663085),Aaron Wise,14663085,G,6200,Travelers Championship,Golf,-0.35065
G,Kyle Stanley (14663086),Kyle Stanley,14663086,G,6200,Travelers Championship,Golf,-0.094
G,Sam Burns (14663087),Sam Burns,14663087,G,6200,Travelers Championship,Golf,-0.04605
G,Hudson Swafford (14663088),Hudson Swafford,14663088,G,6200,Travelers Championship,Golf,0.2672
G,Will Gordon (14663089),Will Gordon,14663089,G,6200,Travelers Championship,Golf,-0.2811
G,Brian Stuard (14663090),Brian Stuard,14663090,G,6100,Travelers Championship,Golf,0.19685
G,Aaron Baddeley (14663091),Aaron Baddeley,14663091,G,6100,Travelers Championship,Golf,0.106
G,Kevin Chappell (14663092),Kevin Chappell,14663092,G,6100,Travelers Championship,Golf,-0.17235
G,Matt Every (14663093),Matt Every,14663093,G,6100,Travelers Championship,Golf,-0.64365
G,Brian Gay (14663094),Brian Gay,14663094,G,6100,Travelers Championship,Golf,-0.074
G,J.J. Spaun (14663096),J.J. Spaun,14663096,G,6100,Travelers Championship,Golf,-0.3037
G,Zac Blair (14663098),Zac Blair,14663098,G,6100,Travelers Championship,Golf,-0.0433
G,Peter Malnati (14663099),Peter Malnati,14663099,G,6100,Travelers Championship,Golf,0.03315
G,Rob Oppenheim (14663101),Rob Oppenheim,14663101,G,6100,Travelers Championship,Golf,-0.1733
G,Robby Shelton (14663102),Robby Shelton,14663102,G,6100,Travelers Championship,Golf,-0.0293
G,Ryan Armour (14663103),Ryan Armour,14663103,G,6100,Travelers Championship,Golf,-0.288
G,Bronson Burgoon (14663104),Bronson Burgoon,14663104,G,6100,Travelers Championship,Golf,0.3255
G,D.J. Trahan (14672466),D.J. Trahan,14672466,G,6100,Travelers Championship,Golf,0.00105
G,Martin Trainer (14663105),Martin Trainer,14663105,G,6000,Travelers Championship,Golf,-1.00295
G,J.J. Henry (14663106),J.J. Henry,14663106,G,6000,Travelers Championship,Golf,-0.57195
G,Bo Van Pelt (14663110),Bo Van Pelt,14663110,G,6000,Travelers Championship,Golf,-1.03315
G,Scott Harrington (14663112),Scott Harrington,14663112,G,6000,Travelers Championship,Golf,-0.02305
G,Bo Hoag (14663113),Bo Hoag,14663113,G,6000,Travelers Championship,Golf,-0.0778
G,Hank Lebioda (14663114),Hank Lebioda,14663114,G,6000,Travelers Championship,Golf,-0.4908
G,Henrik Norlander (14663116),Henrik Norlander,14663116,G,6000,Travelers Championship,Golf,-0.1757
G,Xinjun Zhang (14663117),Xinjun Zhang,14663117,G,6000,Travelers Championship,Golf,0.0764
G,Scott Brown (14663119),Scott Brown,14663119,G,6000,Travelers Championship,Golf,-0.1319
G,Patton Kizzire (14663120),Patton Kizzire,14663120,G,6000,Travelers Championship,Golf,-0.25885
G,Roger Sloan (14663122),Roger Sloan,14663122,G,6000,Travelers Championship,Golf,-0.46935
G,Sebastian Cappelen (14672468),Sebastian Cappelen,14672468,G,6000,Travelers Championship,Golf,-0.0792
