Name,Average Distance of Eagle putts made-ROUNDS,Average Distance of Eagle putts made-AVG,Average Distance of Eagle putts made-TOT DIST (FT),Average Distance of Eagle putts made-TOT EAGLES PUTTS MADE,Average Distance of Eagle putts made-LONGEST MADE (FT),Average Distance of Eagle putts made-SHORTEST MADE (FT),1-Putts per Round-ROUNDS,1-Putts per Round-AVG,1-Putts per Round-TOTAL 1 PUTTS,1-Putts per Round-TOTAL ROUNDS,3-Putts per Round-ROUNDS,3-Putts per Round-AVG,3-Putts per Round-TOTAL 3 PUTTS,3-Putts per Round-TOTAL ROUNDS,Birdie or Better Conversion Percentage-ROUNDS,Birdie or Better Conversion Percentage-%,Birdie or Better Conversion Percentage-# BIRDIES,Birdie or Better Conversion Percentage-GREENS HIT,Average Distance of Putts made-ROUNDS,Average Distance of Putts made-AVG,Average Distance of Putts made-TOTAL DIST (INCHES),Average Distance of Putts made-TOTAL ROUNDS,Average Distance of Putts made-AVG DIST,Average Distance of Putts made-BEST ROUND,SG: Putting-ROUNDS,SG: Putting-AVERAGE,SG: Putting-TOTAL SG:PUTTING,SG: Putting-MEASURED ROUNDS,One-Putt Percentage - Round 1-ROUNDS,One-Putt Percentage - Round 1-%,One-Putt Percentage - Round 1-# OF 1 PUTTS,One-Putt Percentage - Round 1-# OF HOLES,One-Putt Percentage - Round 3-%,One-Putt Percentage - Round 3-# OF 1 PUTTS,One-Putt Percentage - Round 3-# OF HOLES,One-Putt Percentage - Round 4-%,One-Putt Percentage - Round 4-# OF 1 PUTTS,One-Putt Percentage - Round 4-# OF HOLES,Approach Putt Performance-ROUNDS,Approach Putt Performance-VALUE,Approach Putt Performance-ATTEMPTS,Approach Putt Performance-TOTAL DISTANCE (FEET),2-Putts per Round-ROUNDS,2-Putts per Round-AVG,2-Putts per Round-TOTAL 2 PUTTS,2-Putts per Round-TOTAL ROUNDS,One-Putt Percentage-ROUNDS,One-Putt Percentage-%,One-Putt Percentage-# OF 1 PUTTS,One-Putt Percentage-# OF HOLES,PUTTING-table_name,One-Putt Percentage - Round 2-%,One-Putt Percentage - Round 2-# OF 1 PUTTS,One-Putt Percentage - Round 2-# OF HOLES,Proximity to Hole-ROUNDS,Proximity to Hole-AVG,Proximity to Hole-TOTAL DISTANCE (FEET),Proximity to Hole-# OF ATTEMPTS,Proximity to Hole-GIR RANK,Birdie or Better Percentage - Right Rough-ROUNDS,Birdie or Better Percentage - Right Rough-%,Birdie or Better Percentage - Right Rough-TOTAL BIRDIES,Birdie or Better Percentage - Right Rough-TOTAL HOLES,Going for the Green-ROUNDS,Going for the Green-%,Going for the Green-ATTEMPTS,Going for the Green-NON-ATTEMPTS,Going for the Green-RTP-GOING FOR THE GREEN,Going for the Green-RTP-NOT GOING FOR THE GRN,Left Rough Proximity-ROUNDS,Left Rough Proximity-AVG,Left Rough Proximity-ATTEMPTS,Left Rough Proximity-TOTAL DISTANCE (FEET),Left Rough Proximity-RELATIVE TO PAR,GIR Percentage from Other than Fairway-ROUNDS,GIR Percentage from Other than Fairway-%,GIR Percentage from Other than Fairway-GREENS HIT,GIR Percentage from Other than Fairway-# OF HOLES,Fairway Proximity-ROUNDS,Fairway Proximity-AVG,Fairway Proximity-ATTEMPTS,Fairway Proximity-TOTAL DISTANCE (FEET),Fairway Proximity-RELATIVE TO PAR,Average Going for it Shot Distance (in Yards)-EVENTS,Average Going for it Shot Distance (in Yards)-AVG,Average Going for it Shot Distance (in Yards)-DISTANCE (IN INCHES),Average Going for it Shot Distance (in Yards)-ATTEMPTS,Total Hole Outs-ROUNDS,Total Hole Outs-HOLE OUTS,Fairway Approach (RTP Score)-ROUNDS,Fairway Approach (RTP Score)-AVG RTP,SG: Approach the Green-ROUNDS,SG: Approach the Green-AVERAGE,SG: Approach the Green-TOTAL SG:APP,SG: Approach the Green-MEASURED ROUNDS,Going for the Green - Birdie or Better-ROUNDS,Going for the Green - Birdie or Better-%,Going for the Green - Birdie or Better-# OF BIRDIE OR BETTER,Going for the Green - Birdie or Better-ATTEMPTS,Going for the Green - Birdie or Better-RTP-SUCCESSES,Going for the Green - Birdie or Better-RTP-NOT GOING FOR THE GRN,Going for the Green - Hit Green Pct-ROUNDS,Going for the Green - Hit Green Pct-%,Going for the Green - Hit Green Pct-SUCCESSES,Going for the Green - Hit Green Pct-ATTEMPTS,Going for the Green - Hit Green Pct-RTP-SUCCESSES,Going for the Green - Hit Green Pct-RTP-NOT GOING FOR THE GRN,Birdie or Better Percentage - Rough-ROUNDS,Birdie or Better Percentage - Rough-%,Birdie or Better Percentage - Rough-TOTAL BIRDIES,Birdie or Better Percentage - Rough-TOTAL HOLES,GIR Pct - Fairway Bunker-ROUNDS,GIR Pct - Fairway Bunker-%,GIR Pct - Fairway Bunker-GREENS HIT,GIR Pct - Fairway Bunker-# HOLES,GIR Pct - Fairway Bunker-RELATIVE/PAR,Greens or Fringe in Regulation-ROUNDS,Greens or Fringe in Regulation-%,Greens or Fringe in Regulation-TOTAL HIT,Greens or Fringe in Regulation-TOTAL ATTEMPTS,Greens or Fringe in Regulation-RTP SCORE,Approaches Left Rough (RTP Score)-ROUNDS,Approaches Left Rough (RTP Score)-AVG RTP,GIR Percentage from Fairway-ROUNDS,GIR Percentage from Fairway-%,GIR Percentage from Fairway-GREENS HIT,GIR Percentage from Fairway-# OF HOLES,Rough Proximity-ROUNDS,Rough Proximity-AVG,Rough Proximity-TOTAL DISTANCE (INCHES),Rough Proximity-ATTEMPTS,Rough Proximity-TOTAL DISTANCE (FEET),Rough Proximity-RELATIVE TO PAR,Average Approach Distance - Bogey or Worse-ROUNDS,Average Approach Distance - Bogey or Worse-AVG (YARDS),Average Approach Distance - Bogey or Worse-TOTAL DISTANCE (INCHES),Average Approach Distance - Bogey or Worse-NUMBER OF APPROACH SHOTS,Greens in Regulation Percentage-ROUNDS,Greens in Regulation Percentage-%,Greens in Regulation Percentage-GREENS HIT,Greens in Regulation Percentage-# HOLES,Greens in Regulation Percentage-RELATIVE/PAR,Birdie or Better Percentage - Fairway-ROUNDS,Birdie or Better Percentage - Fairway-%,Birdie or Better Percentage - Fairway-TOTAL BIRDIES,Birdie or Better Percentage - Fairway-TOTAL HOLES,Average Distance after Going for it Shot-ROUNDS,Average Distance after Going for it Shot-AVG,Average Distance after Going for it Shot-TOTAL DIST AFTER GFG SHOT,Average Distance after Going for it Shot-TOTAL GFG SHOTS,Average Approach Distance - Par-ROUNDS,Average Approach Distance - Par-AVG (YARDS),Average Approach Distance - Par-TOTAL DISTANCE (INCHES),Average Approach Distance - Par-NUMBER OF APPROACH SHOTS,Average Approach Distance - Birdie or Better-ROUNDS,Average Approach Distance - Birdie or Better-AVG (YARDS),Average Approach Distance - Birdie or Better-TOTAL DISTANCE (INCHES),Average Approach Distance - Birdie or Better-NUMBER OF APPROACH SHOTS,Right Rough Proximity-ROUNDS,Right Rough Proximity-AVG,Right Rough Proximity-ATTEMPTS,Right Rough Proximity-TOTAL DISTANCE (FEET),Right Rough Proximity-RELATIVE TO PAR,Approaches Right Rough (RTP Score)-ROUNDS,Approaches Right Rough (RTP Score)-AVG RTP,Average Approach Shot Distance-ROUNDS,Average Approach Shot Distance-AVG,Average Approach Shot Distance-TOTAL DIST OF APPR SHOT,Average Approach Shot Distance-TOTAL HOLES,Average Distance to Hole After Tee Shot-ROUNDS,Average Distance to Hole After Tee Shot-AVG,Average Distance to Hole After Tee Shot-TOTAL DIST AFTER TEE SHOT,Average Distance to Hole After Tee Shot-TOTAL TEE SHOTS,Par 5 Going for the Green-ROUNDS,Par 5 Going for the Green-%,Par 5 Going for the Green-ATTEMPTS,Par 5 Going for the Green-NON-ATTEMPTS,Birdie or Better Percentage - Left Rough-ROUNDS,Birdie or Better Percentage - Left Rough-%,Birdie or Better Percentage - Left Rough-TOTAL BIRDIES,Birdie or Better Percentage - Left Rough-TOTAL HOLES,STREAKS-table_name_x,Consecutive Sand Saves-STREAK,Consecutive Sand Saves-CURRENT STREAK,Consecutive Sand Saves-ROUND,Consecutive Sand Saves-HOLE,Consecutive Sand Saves-YEAR/TOURN#,STREAKS-table_name_y,YTD Consecutive Cuts-NUMBER OF CUTS,STREAKS-table_name_x,Consecutive Cuts-TOTAL,Consecutive Cuts-START TOURNAMENT ID,STREAKS-table_name_y,Consecutive Par 5 Birdies-NUMBER OF HOLES,STREAKS-table_name_x,Consecutive Par 4 Birdies-NUMBER OF HOLES,STREAKS-table_name_y,Consecutive Par 3 Birdies-NUMBER OF HOLES,STREAKS-table_name_x,Consecutive Birdies Streak-NUMBER OF HOLES,STREAKS-table_name_y,Current Streak without a 3-Putt-VALUE,STREAKS-table_name_x,Consecutive Birdies/Eagles streak-NUMBER OF HOLES,STREAKS-table_name_y,Consecutive GIR-STREAK,Consecutive GIR-CURRENT STREAK,Consecutive GIR-ROUND,Consecutive GIR-HOLE,Consecutive GIR-YEAR/TOURN#,STREAKS-table_name_x,Consecutive Holes Below Par-NUMBER OF HOLES,STREAKS-table_name_y,Consecutive Fairways Hit-BEST STREAK,Consecutive Fairways Hit-CURRENT STREAK,Bogey Average-EVENTS,Bogey Average-AVERAGE BOGEYS PER ROUND,Bogey Average-TOTAL BOGEYS,Bogey Average-ROUNDS PLAYED,Final Round Performance-EVENTS,Final Round Performance-%,Front 9 Par 4 Scoring Average-ROUNDS,Front 9 Par 4 Scoring Average-AVG,Front 9 Par 4 Scoring Average-TOTAL STROKES,Front 9 Par 4 Scoring Average-TOTAL HOLES,Back 9 Par 4 Scoring Average-ROUNDS,Back 9 Par 4 Scoring Average-AVG,Back 9 Par 4 Scoring Average-TOTAL STROKES,Back 9 Par 4 Scoring Average-TOTAL HOLES,Birdie Average-ROUNDS,Birdie Average-AVG,Birdie Average-# OF BIRDIES,Birdie Average-TOTAL ROUNDS,Scoring Average-ROUNDS,Scoring Average-AVG,Scoring Average-TOTAL STROKES,Scoring Average-TOTAL ADJUSTMENT,Scoring Average-TOTAL ROUNDS,Front 9 Round 1 Scoring Average-AVG,Front 9 Round 1 Scoring Average-TOTAL STROKES,Front 9 Round 1 Scoring Average-TOTAL ROUNDS,Front 9 Par 3 Scoring Average-ROUNDS,Front 9 Par 3 Scoring Average-AVG,Front 9 Par 3 Scoring Average-TOTAL STROKES,Front 9 Par 3 Scoring Average-TOTAL HOLES,Birdie to Bogey Ratio-ROUNDS,Birdie to Bogey Ratio-BIRDIE TO BOGEY RATIO,Birdie to Bogey Ratio-TOTAL BIRDIES AND BETTER,Birdie to Bogey Ratio-TOTAL BOGEYS AND WORSE,Back 9 Round 1 Scoring Average-AVG,Back 9 Round 1 Scoring Average-TOTAL STROKES,Back 9 Round 1 Scoring Average-TOTAL ROUNDS,Bogey Avoidance-ROUNDS,Bogey Avoidance-% MAKES BOGEY,Bogey Avoidance-BOGEYS,Bogey Avoidance-HOLES PLAYED,Back 9 Par 3 Scoring Average-ROUNDS,Back 9 Par 3 Scoring Average-AVG,Back 9 Par 3 Scoring Average-TOTAL STROKES,Back 9 Par 3 Scoring Average-TOTAL HOLES,Par 5 Performance-ROUNDS,Par 5 Performance-STATUS,Par 5 Performance-PAR 5 AVG,Par 5 Performance-TOTAL PAR,SG: Total-ROUNDS,SG: Total-AVERAGE,SG: Total-TOTAL SG:T,SG: Total-TOTAL SG:T2G,SG: Total-TOTAL SG:P,SG: Total-MEASURED ROUNDS,Total Eagles-ROUNDS,Total Eagles-TOTAL,Round 3 Scoring Average-AVG,Round 3 Scoring Average-TOTAL STROKES,Round 3 Scoring Average-TOTAL ROUNDS,Round 2 Scoring Average-AVG,Round 2 Scoring Average-TOTAL STROKES,Round 2 Scoring Average-TOTAL ROUNDS,Par 4 Performance-ROUNDS,Par 4 Performance-STATUS,Par 4 Performance-PAR 4 AVG,Par 4 Performance-TOTAL PAR,Final Round Scoring Average-AVG,Final Round Scoring Average-TOTAL STROKES,Final Round Scoring Average-TOTAL ROUNDS,Back 9 Round 4 Scoring Average-AVG,Back 9 Round 4 Scoring Average-TOTAL STROKES,Back 9 Round 4 Scoring Average-TOTAL ROUNDS,Round 4 Scoring Average-AVG,Round 4 Scoring Average-TOTAL STROKES,Round 4 Scoring Average-TOTAL ROUNDS,Par 4 Scoring Average-ROUNDS,Par 4 Scoring Average-AVG,Par 4 Scoring Average-TOTAL STROKES,Par 4 Scoring Average-TOTAL HOLES,Par Breakers-ROUNDS,Par Breakers-%,Par Breakers-# BIRDIES/EAGLES,Par Breakers-# HOLES,Back 9 Round 2 Scoring Average-AVG,Back 9 Round 2 Scoring Average-TOTAL STROKES,Back 9 Round 2 Scoring Average-TOTAL ROUNDS,Bounce Back-ROUNDS,Bounce Back-%,Birdie or Better Percentage-ROUNDS,Birdie or Better Percentage-%,Birdie or Better Percentage-TOTAL BIRDIES,Birdie or Better Percentage-TOTAL HOLES,Birdie or Better Percentage-GIR RANK,Front 9 Round 3 Scoring Average-AVG,Front 9 Round 3 Scoring Average-TOTAL STROKES,Front 9 Round 3 Scoring Average-TOTAL ROUNDS,Front 9 Round 2 Scoring Average-AVG,Front 9 Round 2 Scoring Average-TOTAL STROKES,Front 9 Round 2 Scoring Average-TOTAL ROUNDS,Scoring Average Before Cut-AVG,Scoring Average Before Cut-TOTAL STROKES,Scoring Average Before Cut-TOTAL ROUNDS,Back 9 Scoring Average-ROUNDS,Back 9 Scoring Average-AVG,Back 9 Scoring Average-TOTAL STROKES,Back 9 Scoring Average-TOTAL HOLES,Par 5 Eagle Leaders-ROUNDS,Par 5 Eagle Leaders-TOTAL,Par 5 Eagle Leaders-TOTAL PAR 5 HOLES,Par 5 Eagle Leaders-TOTAL HOLE OUTS,Round 1 Scoring Average-AVG,Round 1 Scoring Average-TOTAL STROKES,Round 1 Scoring Average-TOTAL ROUNDS,Back 9 Par 5 Scoring Average-ROUNDS,Back 9 Par 5 Scoring Average-AVG,Back 9 Par 5 Scoring Average-TOTAL STROKES,Back 9 Par 5 Scoring Average-TOTAL HOLES,Par 4 Birdie or Better Leaders-ROUNDS,Par 4 Birdie or Better Leaders-%,Par 4 Birdie or Better Leaders-PAR 4 BIRDIES OR BETTER,Par 4 Birdie or Better Leaders-PAR 4 HOLES,Back 9 Round 3 Scoring Average-AVG,Back 9 Round 3 Scoring Average-TOTAL STROKES,Back 9 Round 3 Scoring Average-TOTAL ROUNDS,Par 5 Scoring Average-ROUNDS,Par 5 Scoring Average-AVG,Par 5 Scoring Average-TOTAL STROKES,Par 5 Scoring Average-TOTAL HOLES,Par 3 Scoring Average-ROUNDS,Par 3 Scoring Average-AVG,Par 3 Scoring Average-TOTAL STROKES,Par 3 Scoring Average-TOTAL HOLES,Total Birdies-ROUNDS,Total Birdies-TOTAL,Par 5 Birdie or Better Leaders-ROUNDS,Par 5 Birdie or Better Leaders-%,Par 5 Birdie or Better Leaders-PAR 5 BIRDIES OR BETTER,Par 5 Birdie or Better Leaders-PAR 5 HOLES,Front 9 Round 4 Scoring Average-AVG,Front 9 Round 4 Scoring Average-TOTAL STROKES,Front 9 Round 4 Scoring Average-TOTAL ROUNDS,Par 3 Birdie or Better Leaders-ROUNDS,Par 3 Birdie or Better Leaders-%,Par 3 Birdie or Better Leaders-PAR 3 BIRDIES OR BETTER,Par 3 Birdie or Better Leaders-PAR 3 HOLES,Stroke Differential Field Average-ROUNDS,Stroke Differential Field Average-STROKE DIFFERENTIAL,Stroke Differential Field Average-PLAYER'S SCORE,Stroke Differential Field Average-FIELD AVERAGE SCORE,Eagles (Holes per)-ROUNDS,Eagles (Holes per)-FREQUENCY,Eagles (Holes per)-# OF HOLES,Eagles (Holes per)-# OF EAGLES,Scoring Average (Actual)-ROUNDS,Scoring Average (Actual)-AVG,Scoring Average (Actual)-TOTAL STROKES,Scoring Average (Actual)-TOTAL ROUNDS,Front 9 Par 5 Scoring Average-ROUNDS,Front 9 Par 5 Scoring Average-AVG,Front 9 Par 5 Scoring Average-TOTAL STROKES,Front 9 Par 5 Scoring Average-TOTAL HOLES,Par 3 Performance-ROUNDS,Par 3 Performance-STATUS,Par 3 Performance-PAR 3 AVG,Par 3 Performance-TOTAL PAR,Percentage of Yardage covered by Tee Shots-ROUNDS,Percentage of Yardage covered by Tee Shots-AVG (%),Percentage of Yardage covered by Tee Shots-TOTAL SHOT DISTANCE,Percentage of Yardage covered by Tee Shots-TOTAL DISTANCE,Right Tendency-EVENTS,Right Tendency-%,Right Tendency-NUMBER OF TIMES,Right Tendency-ATTEMPTS,Right Tendency-AVG RTP SCORE,Missed Fairway Percent - Other-ROUNDS,Missed Fairway Percent - Other-%,Missed Fairway Percent - Other-TOTAL MISSED,Missed Fairway Percent - Other-TOTAL FWYS,Missed Fairway Percent - Other-RELATIVE TO PAR,Percentage of Yardage covered by Tee Shots - Par 5's-ROUNDS,Percentage of Yardage covered by Tee Shots - Par 5's-AVG (%),Percentage of Yardage covered by Tee Shots - Par 5's-TOTAL SHOT DISTANCE,Percentage of Yardage covered by Tee Shots - Par 5's-TOTAL DISTANCE,Driving Pct 320+ (Measured)-ROUNDS,Driving Pct 320+ (Measured)-%,Driving Pct 320+ (Measured)-TOTAL DRIVES FOR 320+,Driving Pct 320+ (Measured)-TOTAL DRVS - OVERALL,Driving Pct 320+ (Measured)-RELATIVE TO PAR,Percentage of Yardage covered by Tee Shots - Par 4's-ROUNDS,Percentage of Yardage covered by Tee Shots - Par 4's-AVG (%),Percentage of Yardage covered by Tee Shots - Par 4's-TOTAL SHOT DISTANCE,Percentage of Yardage covered by Tee Shots - Par 4's-TOTAL DISTANCE,Left Tendency-EVENTS,Left Tendency-%,Left Tendency-NUMBER OF TIMES,Left Tendency-ATTEMPTS,Left Tendency-AVG RTP SCORE,Left Rough Tendency (RTP Score)-ROUNDS,Left Rough Tendency (RTP Score)-RTP SCORE,Fairway Bunker Tendency-ROUNDS,Fairway Bunker Tendency-%,Fairway Bunker Tendency-TOTAL FAIRWAY BUNKERS,Fairway Bunker Tendency-POSSIBLE FWYS,Fairway Bunker Tendency-RELATIVE TO PAR,SG: Off-the-Tee-ROUNDS,SG: Off-the-Tee-AVERAGE,SG: Off-the-Tee-TOTAL SG:OTT,SG: Off-the-Tee-MEASURED ROUNDS,SG: Tee-to-Green-ROUNDS,SG: Tee-to-Green-AVERAGE,SG: Tee-to-Green-SG:OTT,SG: Tee-to-Green-SG:APR,SG: Tee-to-Green-SG:ARG,SG: Tee-to-Green-MEASURED ROUNDS,Right Rough Tendency (RTP Score)-ROUNDS,Right Rough Tendency (RTP Score)-RTP SCORE,Right Rough Tendency-ROUNDS,Right Rough Tendency-%,Right Rough Tendency-TOTAL RIGHT ROUGH,Right Rough Tendency-POSSIBLE FWYS,Right Rough Tendency-RELATIVE TO PAR,Left Rough Tendency-ROUNDS,Left Rough Tendency-%,Left Rough Tendency-TOTAL LEFT ROUGH,Left Rough Tendency-POSSIBLE FWYS,Left Rough Tendency-RELATIVE TO PAR,Good Drive Percentage-ROUNDS,Good Drive Percentage-%,Good Drive Percentage-# HIT,Good Drive Percentage-TOTAL ATTEMPTS,Driving Accuracy Percentage-ROUNDS,Driving Accuracy Percentage-%,Driving Accuracy Percentage-FAIRWAYS HIT,Driving Accuracy Percentage-POSSIBLE FAIRWAYS,Rough Tendency-ROUNDS,Rough Tendency-%,Rough Tendency-TOTAL ROUGH,Rough Tendency-POSSIBLE FWYS,Rough Tendency-RELATIVE TO PAR,Hit Fairway Percentage-ROUNDS,Hit Fairway Percentage-%,Hit Fairway Percentage-FAIRWAYS HIT,Hit Fairway Percentage-POSSIBLE FAIRWAYS,Hit Fairway Percentage-RELATIVE TO PAR,MONEY/FINISHES-table_name,Top 10 Finishes-EVENTS,Top 10 Finishes-TOP 10,Top 10 Finishes-1ST,Top 10 Finishes-2ND,Top 10 Finishes-3RD,Proximity to Hole from Other Locations-ROUNDS,Proximity to Hole from Other Locations-AVG DTP,Proximity to Hole from Other Locations-TOTAL DISTANCE (FEET),Proximity to Hole from Other Locations-# OF SHOTS,Proximity to Hole from Other Locations-SCRAMBLING RANK,Scrambling-ROUNDS,Scrambling-%,Scrambling-PAR OR BETTER,Scrambling-MISSED GIR,Scrambling from the Fringe-ROUNDS,Scrambling from the Fringe-%,Scrambling from the Fringe-SUCCESSES,Scrambling from the Fringe-ATTEMPTS,Sand Save Percentage-ROUNDS,Sand Save Percentage-%,Sand Save Percentage-# SAVES,Sand Save Percentage-# BUNKERS,Sand Save Percentage-TOTAL O/U PAR,Scrambling from the Rough-ROUNDS,Scrambling from the Rough-%,Scrambling from the Rough-SUCCESSES,Scrambling from the Rough-ATTEMPTS,Proximity to Hole (ARG)-ROUNDS,Proximity to Hole (ARG)-AVG DTP,Proximity to Hole (ARG)-TOTAL DISTANCE (FEET),Proximity to Hole (ARG)-# OF SHOTS,Proximity to Hole (ARG)-SCRAMBLING RANK,Proximity to Hole from Fringe-ROUNDS,Proximity to Hole from Fringe-AVG DTP,Proximity to Hole from Fringe-TOTAL DISTANCE (FEET),Proximity to Hole from Fringe-# OF SHOTS,Proximity to Hole from Fringe-SCRAMBLING RANK,Scrambling Fringe (RTP Score)-ROUNDS,Scrambling Fringe (RTP Score)-AVG RTP,Scrambling Fringe (RTP Score)-TOTAL HOLES,Scrambling Fringe (RTP Score)-TOTAL RTP,Scrambling from Other Locations-ROUNDS,Scrambling from Other Locations-%,Scrambling from Other Locations-SUCCESSES,Scrambling from Other Locations-ATTEMPTS,Proximity to Hole from Sand-ROUNDS,Proximity to Hole from Sand-AVG DTP,Proximity to Hole from Sand-TOTAL DISTANCE (FEET),Proximity to Hole from Sand-# OF SHOTS,Proximity to Hole from Sand-SCRAMBLING RANK,Proximity to Hole from Rough-ROUNDS,Proximity to Hole from Rough-AVG DTP,Proximity to Hole from Rough-TOTAL DISTANCE (FEET),Proximity to Hole from Rough-# OF SHOTS,Proximity to Hole from Rough-SCRAMBLING RANK,Scrambling from the Sand-ROUNDS,Scrambling from the Sand-%,Scrambling from the Sand-SUCCESSES,Scrambling from the Sand-ATTEMPTS,Scrambling Rough (RTP Score)-ROUNDS,Scrambling Rough (RTP Score)-AVG RTP,Scrambling Rough (RTP Score)-TOTAL HOLES,Scrambling Rough (RTP Score)-TOTAL RTP,SG: Around-the-Green-ROUNDS,SG: Around-the-Green-AVERAGE,SG: Around-the-Green-TOTAL SG:ARG,SG: Around-the-Green-MEASURED ROUNDS
Roger Sloan,33,"56' 8""",56.667,1,57,57,33,7.06,233,33,33,0.64,21,33,35,27.23,110,404,33,"64' 0""","15,360",20,365,2302001261,35,-0.635,-13.976,22,35,36.9,93,252,48.61,35,72,40.74,22,54,33,"2' 5""",220,524.833,33,10,330,33,35,39.37,248,630,One-Putt Percentage - Round 2,38.46,90,234,35,"38' 5""","15,091.75",393,Over,33,17.65,6,34,33,55.71,39,31,-18,-4,33,"44' 7""",46,"2,051.50",5,33,52.88,101,191,35,"32' 10""",273,"8,961.42",-4,13,257.3,"361,192.00",39,33,6,33,-0.008,35,-0.497,-10.939,22,33,46.15,18,39,-21,-4,35,14.63,6,41,-7,1,33,12.5,10,80,33,50,10,20,E,35,67.68,268,396,-59,33,0.109,33,74.17,201,271,33,"46' 8""","44,798",80,"3,733.17",10,33,167.6,"398,255,000",66,35,64.44,406,630,-0.23,33,17.89,44,246,33,26.3,"36,878.00",39,33,159,"1,333,686,000",233,33,163.2,"340,794,000",58,33,"49' 6""",34,"1,681.67",5,33,0.147,33,161.3,"2,072,735.00",357,33,169.5,"1,690,598.00",277,33,53.23,33,29,33,8.7,4,46,Consecutive Sand Saves,9,0,3,4,2020080,0,0,0,0,0,Consecutive Par 5 Birdies,6,Consecutive Par 4 Birdies,3,Consecutive Par 3 Birdies,1,Consecutive Birdies Streak,4,Current Streak without a 3-Putt,6,Consecutive Birdies/Eagles streak,3,Consecutive GIR,12,0,1,10,2020050,Consecutive Holes Below Par,4,Consecutive Fairways Hit,10,1,13,2.79,92,33,13,66.67,33,4.04,723,179,33,4.06,710,175,35,3.23,113,35,35,71.991,"2,494",25.691,35,35.85,466,13,35,3.11,218,70,33,1.09,112,103,36.36,509,14,35,16.98,107,630,33,3.27,216,66,33,-44,4.59,5.4,35,-1.163,-25.58,-11.602,-13.976,22,33,5,70,280,4,70.77,920,13,33,17,4.05,14.16,70.33,211,3,35.33,106,3,70.33,211,3,35,4.04,"1,520",376,33,18.86,112,594,36.15,470,13,33,20.21,33,18.86,112,594,187,34.5,138,4,34.86,488,14,71.55,"2,075",29,33,36.12,"1,192",33,33,5,108,2,72.31,940,13,33,4.75,266,56,33,16.67,59,354,35.5,142,4,33,4.59,496,108,35,3.18,445,140,33,107,35,41.23,47,114,35,105,3,33,6.06,8,132,33,-0.66,71.24,70.58,33,118.8,594,5,35,71.26,"2,494",35,33,4.42,230,52,33,26,3.2,3.96,33,63.25,"807,879","127,731",13,43.6,48,110,1.67,33,2.9,8,276,0.5,35,52.38,"199,492","38,086",33,7.58,5,66,-0.6,33,67.29,"624,966","92,873",13,56.4,62,110,1.13,33,E,33,7.2,20,82,0.25,35,-0.238,-5.247,22,33,-0.423,-0.074,-0.504,0.155,20,33,0.125,33,14.49,40,276,0.13,33,15.94,44,276,E,33,81.17,375,462,35,58.57,287,490,33,30.43,84,276,0.6,33,59.42,164,276,-0.11,0,0,0,0,0,0,33,"7' 4""",3.978,45,80,33,61.21,131,214,33,93.33,14,15,33,54.55,36,66,30,33,59.74,46,77,35,"6' 7""",959.25,145,72,33,"2' 9""",30.083,11,80,33,-0.067,15,-1,33,64.79,46,71,33,"7' 9""",239.417,31,80,33,"6' 10""",329,48,80,33,49.02,25,51,33,0.429,77,33,33,0.155,3.093,20
